so_line_id,sales_order_id,line_no,material_code,description,category,quantity,unit,unit_price_usd,line_value_usd
SO-2024-0206-L03,SO-2024-0206,3,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,119,pcs,385.96,45929.24
SO-2024-0206-L04,SO-2024-0206,4,RAW-4405,HDPE Rod 50mm dia,Raw Materials,40,m,14.94,597.6
SO-2024-0206-L05,SO-2024-0206,5,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,102,pcs,21.33,2175.66
SO-2024-0206-L06,SO-2024-0206,6,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,40,pcs,1769.36,70774.4
SO-2024-0207-L01,SO-2024-0207,1,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,115,pcs,394.91,45414.65
SO-2024-0207-L02,SO-2024-0207,2,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,27,pcs,398.29,10753.83
SO-2024-0207-L03,SO-2024-0207,3,RAW-4405,HDPE Rod 50mm dia,Raw Materials,20,m,16.19,323.8
SO-2024-0207-L04,SO-2024-0207,4,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,63,pcs,1744.7,109916.1
SO-2024-0207-L05,SO-2024-0207,5,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,6,pcs,88.32,529.92
SO-2024-0208-L01,SO-2024-0208,1,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,75,pcs,104.2,7815.0
SO-2024-0208-L02,SO-2024-0208,2,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,39,kg,4.32,168.48
SO-2024-0208-L03,SO-2024-0208,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,83,kg,3.75,311.25
SO-2024-0208-L04,SO-2024-0208,4,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,28,pcs,34.98,979.44
SO-2024-0209-L01,SO-2024-0209,1,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,28,kg,4.43,124.04
SO-2024-0209-L02,SO-2024-0209,2,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,78,pcs,106.52,8308.56
SO-2024-0209-L03,SO-2024-0209,3,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,109,kg,3.36,366.24
SO-2024-0209-L04,SO-2024-0209,4,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,39,pcs,20.43,796.77
SO-2024-0210-L01,SO-2024-0210,1,RAW-4403,Copper Busbar 40×4mm,Raw Materials,65,m,24.45,1589.25
SO-2024-0210-L02,SO-2024-0210,2,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,27,kg,3.28,88.56
SO-2024-0210-L03,SO-2024-0210,3,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,22,pcs,41.94,922.68
